transaction_id,transaction_date,customer_id,product_name,quantity,price,payment_method,transaction_status,total_value,order_size,transaction_year,transaction_month,high_value_transaction
T51677,2021-10-08,C1351,headphones,2.0,886.8872893,credit card,failed,1773.7745786,regular,2021.0,10.0,False
T51684,2025-09-01,C4299,laptop,6.0,702.78,credit card,completed,4216.68,regular,2025.0,9.0,True
T51694,2020-11-09,C4801,smartphone,4.0,304.2145238,pay pal,pending,1216.8580952,regular,2020.0,11.0,False
T51695,2022-07-04,C4070,laptop,758.0,525.3792688,pay pal,completed,398237.4857504,bulk,2022.0,7.0,True
T51713,2023-05-06,C008,coffee machine,5.0,525.3792688,credit card,completed,2626.8963439999998,regular,2023.0,5.0,True
T51723,2024-03-06,C4863,laptop,9.0,777.4975364,pay pal,completed,6997.4778276,regular,2024.0,3.0,True
T51727,2021-04-05,C4954,smartphone,160.0,495.854434,paypal,completed,79336.70944,bulk,2021.0,4.0,True
T51736,2023-12-09,C1106,headphones,872.0,525.3792688,paypal,unknown,458130.7223936,bulk,2023.0,12.0,True
T51765,2021-07-08,C4933,t,6.0,96.74751423,creditcard,failed,580.48508538,regular,2021.0,7.0,False
T51766,2023-04-11,C253,laptop,9.0,525.3792688,pay pal,failed,4728.4134192,regular,2023.0,4.0,True
T51781,2023-01-10,C4599,lap,6.0,361.4377794,credit card,completed,2168.6266764,regular,2023.0,1.0,True
T51782,2020-08-04,C2299,smartphone,2.0,851.5822618,paypal,pending,1703.1645236,regular,2020.0,8.0,False
T51788,2020-09-01,C2038,tablet,6.0,525.3792688,paypal,complete,3152.2756128,regular,2020.0,9.0,True
T51796,2020-08-07,C2566,lapto,381.0,107.3630843,pay pal,failed,40905.3351183,bulk,2020.0,8.0,True
T51805,2024-06-08,C3028,tablet,5.0,803.149964,paypal,complete,4015.74982,regular,2024.0,6.0,True
T51814,2021-05-06,C4730,headphones,1.0,825.1756245,paypal,completed,825.1756245,regular,2021.0,5.0,False
T51855,2020-01-09,C4821,tablet,7.0,455.8193718,credit card,pending,3190.7356025999998,regular,2020.0,1.0,True
T51860,2021-02-08,C3452,laptop,6.0,525.3792688,paypal,complete,3152.2756128,regular,2021.0,2.0,True
T51867,2023-02-12,C645,coffee machine,3.0,551.0511069,creditcard,completed,1653.1533207000002,regular,2023.0,2.0,False
T51876,2021-11-01,C3187,laptop,1.0,525.3792688,creditcard,unknown,525.3792688,regular,2021.0,11.0,False
T51895,2022-02-11,unknown,headphones,5.0,525.3792688,paypal,pending,2626.8963439999998,regular,2022.0,2.0,True
T51897,2020-11-06,C172,tablet,1.0,406.5252479,cash,completed,406.5252479,regular,2020.0,11.0,False
T51908,2024-02-11,C4776,tablet,399.0,291.17,paypal,unknown,116176.83,bulk,2024.0,2.0,True
T51909,2020-01-02,C4384,laptop,993.0,525.3792688,cash,failed,521701.61391839996,bulk,2020.0,1.0,True
T51928,2021-09-08,C3177,tablet,7.0,437.210713,paypal,completed,3060.474991,regular,2021.0,9.0,True
T51929,2025-07-01,C4649,coffee machine,9.0,213.7577568,credit card,complete,1923.8198112,regular,2025.0,7.0,False
T51931,2020-10-05,C4156,tab,890.0,650.9091519,cash,pending,579309.145191,bulk,2020.0,10.0,True
T51948,2023-10-01,C1910,laptop,10.0,330.596632,credit card,pending,3305.96632,regular,2023.0,10.0,True
T51957,2022-06-05,C4704,coffee machine,203.0,525.3792688,pay pal,complete,106651.9915664,bulk,2022.0,6.0,True
T51962,2024-12-02,C3225,coffee machine,9.0,617.801776,cash,complete,5560.215984,regular,2024.0,12.0,True
T51964,2020-02-10,C601,laptop,4.0,939.2008372,pay pal,failed,3756.8033488,regular,2020.0,2.0,True
T51971,2024-02-06,C4080,laptop,3.0,525.3792688,pay pal,pending,1576.1378064,regular,2024.0,2.0,False
T51989,2020-12-07,C1587,headphones,782.0,598.3525549,pay pal,completed,467911.6979318,bulk,2020.0,12.0,True
T51995,2023-03-04,C3748,headphones,871.0,525.3792688,paypal,unknown,457605.34312479995,bulk,2023.0,3.0,True
T52014,2024-01-02,C2230,smartphone,207.0,779.3876831,pay pal,complete,161333.2504017,bulk,2024.0,1.0,True
T52020,2023-07-03,C4064,coffee machine,1.0,510.0929941,credit card,failed,510.0929941,regular,2023.0,7.0,False
T52028,2024-01-09,C1104,tablet,6.0,292.9359249,cash,complete,1757.6155494,regular,2024.0,1.0,False
T52042,2021-03-06,C072,headphones,236.0,816.8737938,creditcard,unknown,192782.2153368,bulk,2021.0,3.0,True
T52046,2021-11-02,C971,headphones,165.0,525.3792688,pay pal,complete,86687.579352,bulk,2021.0,11.0,True
T52051,2020-01-12,C3866,head,341.0,525.3792688,paypal,pending,179154.33066079998,bulk,2020.0,1.0,True
T52059,2023-04-04,C4454,lap,3.0,597.6395486,paypal,completed,1792.9186458,regular,2023.0,4.0,False
T52060,2020-10-04,C120,coffee machine,632.0,525.3792688,credit card,unknown,332039.6978816,bulk,2020.0,10.0,True
T52063,2023-10-02,C3715,coffee machine,8.0,525.3792688,credit card,pending,4203.0341504,regular,2023.0,10.0,True
T52067,2020-07-03,C3607,coffee machine,974.0,99.71,credit card,pending,97117.54,bulk,2020.0,7.0,True
T52070,2022-03-10,C3281,tablet,3.0,208.0429978,cash,unknown,624.1289934,regular,2022.0,3.0,False
T52071,2022-10-10,C141,laptop,732.0,707.5539027,credit card,pending,517929.4567764,bulk,2022.0,10.0,True
T52072,2022-09-08,C3399,coffee machine,6.0,525.3792688,pay pal,pending,3152.2756128,regular,2022.0,9.0,True
T52083,2021-06-01,C3360,smartphone,345.0,525.3792688,credit card,pending,181255.847736,bulk,2021.0,6.0,True
T52108,2021-07-10,C2147,headphones,241.0,299.3926444,credit card,complete,72153.6273004,bulk,2021.0,7.0,True
T52109,2023-09-07,C4101,coffee machine,764.0,285.6185079,paypal,failed,218212.5400356,bulk,2023.0,9.0,True
T52117,2021-12-11,C1503,coffee machine,9.0,175.4007912,cash,unknown,1578.6071207999998,regular,2021.0,12.0,False
T52118,2023-08-10,C2634,tablet,3.0,975.3045984,paypal,completed,2925.9137952,regular,2023.0,8.0,True
T52119,2021-09-01,C3750,smartphone,2.0,73.64476412,pay pal,failed,147.28952824,regular,2021.0,9.0,False
T52138,2020-08-08,C4762,headphones,952.0,525.3792688,credit card,unknown,500161.0638976,bulk,2020.0,8.0,True
T52144,2022-12-01,C299,coffee machine,9.0,122.4248282,creditcard,unknown,1101.8234538,regular,2022.0,12.0,False
T52160,2021-07-04,C438,headphones,2.0,778.79,creditcard,unknown,1557.58,regular,2021.0,7.0,False
T52184,2023-08-12,C1448,headphones,449.0,352.5697678,paypal,failed,158303.82574220002,bulk,2023.0,8.0,True
T52194,2024-03-05,C1216,smartphone,5.0,525.3792688,cash,completed,2626.8963439999998,regular,2024.0,3.0,True
T52203,2021-09-02,unknown,smartphone,376.0,165.38,creditcard,complete,62182.88,bulk,2021.0,9.0,True
T52209,2020-04-01,C841,laptop,2.0,645.8557872,credit card,failed,1291.7115744,regular,2020.0,4.0,False
T52214,2022-02-03,C2635,smartp,2.0,670.11,paypal,complete,1340.22,regular,2022.0,2.0,False
T52230,2021-10-03,C674,l,455.0,525.3792688,paypal,failed,239047.567304,bulk,2021.0,10.0,True
T52242,2020-07-12,C284,laptop,1.0,767.0970195,credit card,complete,767.0970195,regular,2020.0,7.0,False
T52251,2021-10-07,C2874,coffee machine,957.0,887.5726872,credit card,failed,849407.0616504,bulk,2021.0,10.0,True
T52256,2023-09-07,C2641,smartphon,4.0,329.3785622,paypal,pending,1317.5142488,regular,2023.0,9.0,False
T52259,2023-01-04,C3466,coffee mac,6.0,874.15,credit card,completed,5244.9,regular,2023.0,1.0,True
T52267,2023-10-11,C3963,coffee machine,4.0,845.0066248,credit card,complete,3380.0264992,regular,2023.0,10.0,True
T52272,2023-10-06,C1187,laptop,633.0,500.244269,credit card,completed,316654.622277,bulk,2023.0,10.0,True
T52293,2024-10-12,C322,headphones,3.0,525.3792688,creditcard,failed,1576.1378064,regular,2024.0,10.0,False
T52295,2023-05-11,C1657,laptop,9.0,796.0374398,credit card,completed,7164.3369582000005,regular,2023.0,5.0,True
T52299,2023-04-05,C1764,tablet,6.0,525.3792688,creditcard,complete,3152.2756128,regular,2023.0,4.0,True
T52334,2020-10-11,C4793,laptop,6.0,559.3293798,paypal,complete,3355.9762788,regular,2020.0,10.0,True
T52348,2024-07-04,C341,headphones,1.0,525.3792688,credit card,pending,525.3792688,regular,2024.0,7.0,False
T52354,2020-11-09,C1784,coffee machine,8.0,488.3349697,creditcard,pending,3906.6797576,regular,2020.0,11.0,True
T52383,2022-12-02,unknown,coffee machine,640.0,962.0192663,paypal,completed,615692.330432,bulk,2022.0,12.0,True
T52385,2022-01-03,C1320,headphones,2.0,666.1682673,creditcard,completed,1332.3365346,regular,2022.0,1.0,False
T52391,2020-12-07,C4575,headphones,352.0,525.3792688,credit card,completed,184933.5026176,bulk,2020.0,12.0,True
T52403,2022-06-02,C813,smartphone,819.0,351.622386,cash,completed,287978.734134,bulk,2022.0,6.0,True
T52426,2022-02-05,C2403,headphones,5.0,612.7706361,pay pal,failed,3063.8531805000002,regular,2022.0,2.0,True
T52442,2024-01-12,C3065,coffee machine,9.0,962.2119336,credit card,unknown,8659.9074024,regular,2024.0,1.0,True
T52446,2020-10-11,C2233,headphones,198.0,525.3792688,credit card,completed,104025.09522239999,bulk,2020.0,10.0,True
T52447,2022-04-10,C3903,smartphone,9.0,629.7407403,creditcard,unknown,5667.6666626999995,regular,2022.0,4.0,True
T52450,2024-01-02,C3583,laptop,1.0,525.3792688,credit card,complete,525.3792688,regular,2024.0,1.0,False
T52456,2023-03-06,C1223,smartphone,9.0,64.21,paypal,completed,577.89,regular,2023.0,3.0,False
T52461,2022-12-10,C3804,smartphone,1.0,440.885389,creditcard,unknown,440.885389,regular,2022.0,12.0,False
T52472,2023-04-05,C4528,laptop,5.0,559.1516142,credit card,completed,2795.758071,regular,2023.0,4.0,True
T52473,2024-06-04,C3380,tablet,1.0,679.8152179,paypal,failed,679.8152179,regular,2024.0,6.0,False
T52478,2024-11-11,C871,laptop,10.0,525.3792688,credit card,completed,5253.7926879999995,regular,2024.0,11.0,True
T52487,2024-07-04,C312,headphones,622.0,525.3792688,paypal,completed,326785.9051936,bulk,2024.0,7.0,True
T52488,2024-09-01,C2846,coffee machi,5.0,525.3792688,pay pal,completed,2626.8963439999998,regular,2024.0,9.0,True
T52489,2021-03-03,C4172,laptop,512.0,525.3792688,cash,completed,268994.1856256,bulk,2021.0,3.0,True
T52491,2021-05-11,C2556,coffee machine,7.0,525.3792688,credit card,failed,3677.6548816,regular,2021.0,5.0,True
T52503,2022-04-03,C4192,smartphone,433.0,481.393867,paypal,completed,208443.544411,bulk,2022.0,4.0,True
T52509,2024-03-06,C752,laptop,655.0,817.7588249,cash,failed,535632.0303095,bulk,2024.0,3.0,True
T52520,2021-03-01,C3047,headphones,692.0,842.25,pay pal,complete,582837.0,bulk,2021.0,3.0,True
T52532,2023-12-04,C1874,lapto,164.0,215.6944122,cash,completed,35373.8836008,bulk,2023.0,12.0,True
T52539,2024-06-07,C1017,coffee machine,2.0,796.3744227,cash,complete,1592.7488454,regular,2024.0,6.0,False
T52551,2023-01-12,C4067,smartphone,3.0,50.36,pay pal,complete,151.07999999999998,regular,2023.0,1.0,False
T52552,2021-03-02,C3915,smartphone,8.0,174.5301483,paypal,unknown,1396.2411864,regular,2021.0,3.0,False
T52553,2022-09-10,C543,t,2.0,388.6938984,credit card,complete,777.3877968,regular,2022.0,9.0,False
T52562,2021-09-07,C3291,laptop,5.0,265.2136094,credit card,complete,1326.068047,regular,2021.0,9.0,False
T52611,2023-12-02,C3434,tablet,223.0,410.6859385,credit card,complete,91582.9642855,bulk,2023.0,12.0,True
T52616,2020-08-12,C288,headphones,7.0,480.68,creditcard,completed,3364.76,regular,2020.0,8.0,True
T52622,2024-11-01,C3223,smartphone,6.0,973.2996131,credit card,pending,5839.7976786,regular,2024.0,11.0,True
T52627,2022-09-06,C2782,smartphone,1.0,418.5586458,creditcard,completed,418.5586458,regular,2022.0,9.0,False
T52637,2024-02-05,C4224,smartphone,7.0,525.3792688,creditcard,failed,3677.6548816,regular,2024.0,2.0,True
T52643,2022-11-02,C3422,coffee machine,213.0,525.3792688,credit card,pending,111905.7842544,bulk,2022.0,11.0,True
T52647,2022-03-10,C2307,headp,8.0,396.9775455,paypal,unknown,3175.820364,regular,2022.0,3.0,True
T52651,2023-05-06,C3759,smartphone,10.0,847.0517665,credit card,pending,8470.517665,regular,2023.0,5.0,True
T52660,2021-10-03,C4317,headphones,151.0,240.7004059,pay pal,complete,36345.7612909,bulk,2021.0,10.0,True
T52663,2024-01-06,unknown,headphones,5.0,763.5140209,paypal,pending,3817.5701045,regular,2024.0,1.0,True
T52681,2022-04-01,C2415,tablet,6.0,635.0487483,cash,pending,3810.2924898,regular,2022.0,4.0,True
T52682,2022-08-02,C2904,tablet,1.0,525.3792688,paypal,complete,525.3792688,regular,2022.0,8.0,False
T52691,2023-08-11,unknown,tablet,7.0,699.157872,paypal,failed,4894.105104,regular,2023.0,8.0,True
T52694,2022-08-11,C3920,smartphone,444.0,525.3792688,paypal,completed,233268.39534719998,bulk,2022.0,8.0,True
T52713,2023-02-05,C2613,coffee machine,1.0,885.5213098,credit card,completed,885.5213098,regular,2023.0,2.0,False
T52719,2021-05-05,C2769,tablet,7.0,525.3792688,creditcard,completed,3677.6548816,regular,2021.0,5.0,True
T52726,2022-06-06,C3620,smartphone,7.0,922.1159176,credit card,completed,6454.8114232,regular,2022.0,6.0,True
T52730,2021-10-01,C1976,coffee machine,286.0,566.6551941,credit card,failed,162063.3855126,bulk,2021.0,10.0,True
T52731,2020-10-11,C2731,smartphone,4.0,375.9487285,paypal,failed,1503.794914,regular,2020.0,10.0,False
T52740,2021-09-02,C4494,coffee machine,8.0,510.6115924,creditcard,completed,4084.8927392,regular,2021.0,9.0,True
T52741,2024-07-04,C3291,laptop,10.0,988.9854029,paypal,failed,9889.854029,regular,2024.0,7.0,True
T52744,2020-04-03,C2531,smartphone,8.0,525.3792688,paypal,complete,4203.0341504,regular,2020.0,4.0,True
T52755,2022-11-02,C4221,tablet,8.0,788.1581601,credit card,completed,6305.2652808,regular,2022.0,11.0,True
T52758,2021-04-08,C3374,laptop,6.0,406.4574655,creditcard,failed,2438.744793,regular,2021.0,4.0,True
T52774,2020-08-05,C4932,headphones,7.0,953.1389108,credit card,unknown,6671.972375599999,regular,2020.0,8.0,True
T52793,2022-12-11,C3905,tablet,6.0,482.5589878,pay pal,unknown,2895.3539268,regular,2022.0,12.0,True
T52795,2022-06-08,C4895,smartphone,363.0,348.2879687,cash,completed,126428.5326381,bulk,2022.0,6.0,True
T52798,2023-02-05,C856,tablet,3.0,498.8177779,paypal,complete,1496.4533337,regular,2023.0,2.0,False
T52801,2021-05-08,C4142,smartphone,6.0,525.3792688,credit card,complete,3152.2756128,regular,2021.0,5.0,True
T52805,2020-08-09,C4163,tabl,1.0,525.3792688,credit card,unknown,525.3792688,regular,2020.0,8.0,False
T52808,2021-10-06,C3553,headphones,967.0,437.6527985,cash,pending,423210.2561495,bulk,2021.0,10.0,True
T52817,2022-05-12,C4445,coffee machine,9.0,631.3769781,creditcard,complete,5682.3928029,regular,2022.0,5.0,True
T52832,2020-12-03,C3204,headphones,4.0,194.2725424,cash,unknown,777.0901696,regular,2020.0,12.0,False
T52837,2022-09-10,C855,laptop,253.0,525.3792688,credit card,pending,132920.9550064,bulk,2022.0,9.0,True
T52841,2021-09-02,unknown,smartphon,3.0,525.3792688,credit card,complete,1576.1378064,regular,2021.0,9.0,False
T52847,2020-09-03,C3186,tablet,460.0,174.2553723,pay pal,unknown,80157.471258,bulk,2020.0,9.0,True
T52850,2025-11-01,C4249,smartphone,6.0,459.4922896,pay pal,failed,2756.9537376,regular,2025.0,11.0,True
T52852,2023-01-09,C3870,tablet,108.0,322.1302385,paypal,complete,34790.065758000004,bulk,2023.0,1.0,True
T52861,2021-09-01,C3265,headphones,8.0,408.8783969,cash,pending,3271.0271752,regular,2021.0,9.0,True
T52872,2024-07-12,C1118,laptop,10.0,525.3792688,paypal,complete,5253.7926879999995,regular,2024.0,7.0,True
T52878,2021-03-09,C337,headphones,2.0,301.7559542,creditcard,completed,603.5119084,regular,2021.0,3.0,False
T52880,2022-12-08,C4493,laptop,10.0,122.0581124,paypal,completed,1220.581124,regular,2022.0,12.0,False
T52885,2024-02-07,C1437,coffee machine,4.0,794.1486176,paypal,complete,3176.5944704,regular,2024.0,2.0,True
T52889,2021-05-05,C3085,headphones,10.0,372.3161586,pay pal,completed,3723.161586,regular,2021.0,5.0,True
T52893,2021-02-06,C4063,coffee machine,4.0,737.8663815,cash,completed,2951.465526,regular,2021.0,2.0,True
T52900,2024-01-01,C1825,laptop,7.0,603.9841531,creditcard,failed,4227.8890716999995,regular,2024.0,1.0,True
T52903,2020-02-02,C392,headphones,225.0,185.86,credit card,failed,41818.5,bulk,2020.0,2.0,True
T52912,2023-10-05,C4177,tablet,834.0,525.3792688,credit card,complete,438166.31017919997,bulk,2023.0,10.0,True
T52940,2022-05-11,C4371,headphones,1.0,525.3792688,creditcard,completed,525.3792688,regular,2022.0,5.0,False
T52944,2022-09-10,C273,tablet,9.0,858.41,pay pal,completed,7725.69,regular,2022.0,9.0,True
T52972,2020-02-06,C1566,h,8.0,848.0049082,credit card,complete,6784.0392656,regular,2020.0,2.0,True
T52974,2020-12-10,C4653,laptop,1.0,225.6473029,paypal,pending,225.6473029,regular,2020.0,12.0,False
T52982,2021-10-02,C2562,laptop,6.0,110.1394777,cash,completed,660.8368662,regular,2021.0,10.0,False
T53030,2020-04-01,C4312,smartphone,7.0,912.2078561,credit card,complete,6385.4549927,regular,2020.0,4.0,True
T53038,2024-01-04,C415,coffee machine,8.0,725.31,paypal,pending,5802.48,regular,2024.0,1.0,True
T53040,2023-02-03,C1084,coffee machine,358.0,497.1473772,paypal,pending,177978.7610376,bulk,2023.0,2.0,True
T53046,2024-10-11,C4003,laptop,481.0,525.3792688,credit card,completed,252707.4282928,bulk,2024.0,10.0,True
T53051,2021-04-01,C4485,smartphone,3.0,558.6398087,cash,failed,1675.9194261,regular,2021.0,4.0,False
T53068,2021-04-08,C3889,coffee machine,6.0,423.2276848,creditcard,completed,2539.3661088,regular,2021.0,4.0,True
T53077,2022-02-02,C509,tablet,2.0,672.0411731,paypal,pending,1344.0823462,regular,2022.0,2.0,False
T53099,2022-03-12,C654,headphones,7.0,274.0989272,pay pal,completed,1918.6924904,regular,2022.0,3.0,False
T53105,2021-12-07,C4869,laptop,7.0,984.8087001,pay pal,complete,6893.6609007,regular,2021.0,12.0,True
T53125,2023-10-12,C2656,lapto,266.0,525.3792688,pay pal,unknown,139750.88550079998,bulk,2023.0,10.0,True
T53129,2023-12-08,C2686,coffee machine,293.0,582.3723856,paypal,complete,170635.1089808,bulk,2023.0,12.0,True
T53146,2021-02-10,C3146,smartphone,501.0,764.36,pay pal,completed,382944.36,bulk,2021.0,2.0,True
T53151,2021-12-07,C1776,laptop,4.0,627.4060128,paypal,failed,2509.6240512,regular,2021.0,12.0,True
T53156,2022-10-07,C1187,laptop,6.0,509.1263365,cash,unknown,3054.758019,regular,2022.0,10.0,True
T53159,2022-11-07,C1190,tab,5.0,67.24553767,cash,pending,336.22768835,regular,2022.0,11.0,False
T53167,2022-03-11,C4475,headphones,896.0,525.3792688,creditcard,completed,470739.8248448,bulk,2022.0,3.0,True
T53174,2023-11-07,C2374,tablet,672.0,525.3792688,cash,unknown,353054.8686336,bulk,2023.0,11.0,True
T53175,2023-09-11,C2122,smartphone,2.0,525.3792688,paypal,pending,1050.7585376,regular,2023.0,9.0,False
T53202,2022-06-02,C1997,headphones,7.0,525.3792688,paypal,failed,3677.6548816,regular,2022.0,6.0,True
T53231,2021-11-09,C4610,smartphone,2.0,106.5773732,pay pal,pending,213.1547464,regular,2021.0,11.0,False
T53233,2022-05-06,C4585,smartphone,2.0,525.3792688,paypal,pending,1050.7585376,regular,2022.0,5.0,False
T53238,2020-10-06,C1613,coffee machine,10.0,409.3700133,paypal,pending,4093.700133,regular,2020.0,10.0,True
T53248,2024-01-08,C350,tablet,1.0,875.948637,pay pal,complete,875.948637,regular,2024.0,1.0,False
T53252,2020-09-10,C1553,laptop,5.0,805.3221036,cash,failed,4026.610518,regular,2020.0,9.0,True
T53257,2024-10-11,C4867,laptop,161.0,598.7891154,paypal,unknown,96405.04757940001,bulk,2024.0,10.0,True
T53266,2021-10-11,C1285,headphones,10.0,235.6102574,credit card,failed,2356.102574,regular,2021.0,10.0,True
T53280,2020-02-03,C3850,coffee machine,6.0,525.3792688,creditcard,failed,3152.2756128,regular,2020.0,2.0,True
T53287,2024-09-06,C701,laptop,577.0,525.3792688,credit card,failed,303143.8380976,bulk,2024.0,9.0,True
T53288,2022-12-04,C2995,t,4.0,155.8135687,paypal,completed,623.2542748,regular,2022.0,12.0,False
T53298,2020-03-10,C644,headphones,971.0,538.4715304,paypal,unknown,522855.8560184,bulk,2020.0,3.0,True
T53314,2020-05-12,C027,smartphone,8.0,193.7576637,credit card,unknown,1550.0613096,regular,2020.0,5.0,False
T53318,2023-05-10,unknown,smartphone,2.0,525.3792688,credit card,complete,1050.7585376,regular,2023.0,5.0,False
T53325,2021-01-05,C3935,coffee machine,425.0,525.3792688,cash,completed,223286.18923999998,bulk,2021.0,1.0,True
T53330,2022-10-12,C1828,headphones,7.0,482.7831594,credit card,pending,3379.4821158,regular,2022.0,10.0,True
T53339,2024-01-02,C771,coffee machine,4.0,211.81,cash,completed,847.24,regular,2024.0,1.0,False
T53354,2023-08-03,unknown,smartphon,7.0,525.3792688,paypal,completed,3677.6548816,regular,2023.0,8.0,True
T53355,2020-09-01,C4429,tablet,127.0,509.6359407,paypal,failed,64723.7644689,bulk,2020.0,9.0,True
T53359,2024-05-12,C533,smar,7.0,348.5268297,paypal,failed,2439.6878079,regular,2024.0,5.0,True
T53367,2024-03-10,C4262,coffee machine,3.0,174.6490252,credit card,completed,523.9470756000001,regular,2024.0,3.0,False
T53375,2021-06-11,C1965,laptop,902.0,525.3792688,paypal,completed,473892.10045759997,bulk,2021.0,6.0,True
T53388,2020-11-08,C120,coffee machine,6.0,135.2331493,credit card,pending,811.3988958,regular,2020.0,11.0,False
T53395,2023-07-02,C4413,tablet,7.0,525.3792688,creditcard,complete,3677.6548816,regular,2023.0,7.0,True
T53399,2021-02-03,C4438,smartphone,8.0,525.3792688,paypal,pending,4203.0341504,regular,2021.0,2.0,True
T53419,2022-04-09,C585,headphones,6.0,525.3792688,cash,unknown,3152.2756128,regular,2022.0,4.0,True
T53426,2021-02-10,unknown,smartphone,2.0,655.9127934,credit card,completed,1311.8255868,regular,2021.0,2.0,False
T53439,2023-06-03,C3543,coffee machine,962.0,184.1097656,paypal,pending,177113.5945072,bulk,2023.0,6.0,True
T53472,2021-08-11,C635,coffee machine,596.0,934.5122468,credit card,failed,556969.2990928,bulk,2021.0,8.0,True
T53474,2024-09-11,C2107,tablet,5.0,617.9584625,paypal,complete,3089.7923124999998,regular,2024.0,9.0,True
T53478,2023-06-12,C2089,headphones,4.0,525.3792688,pay pal,complete,2101.5170752,regular,2023.0,6.0,True
T53491,2021-01-04,C2918,laptop,1.0,525.3792688,paypal,unknown,525.3792688,regular,2021.0,1.0,False
T53493,2021-03-04,C3929,head,9.0,525.3792688,paypal,pending,4728.4134192,regular,2021.0,3.0,True
T53504,2024-10-08,C1398,smartphone,633.0,785.2635995,credit card,completed,497071.8584835,bulk,2024.0,10.0,True
T53523,2022-11-06,C4454,smartphone,786.0,760.7968338,cash,completed,597986.3113668,bulk,2022.0,11.0,True
T53527,2020-07-06,C674,laptop,3.0,713.5364811,paypal,complete,2140.6094433,regular,2020.0,7.0,True
T53528,2022-11-07,C120,coffee machine,445.0,813.3170904,credit card,complete,361926.105228,bulk,2022.0,11.0,True
T53531,2025-08-01,C4707,smartphone,755.0,177.242481,credit card,unknown,133818.073155,bulk,2025.0,8.0,True
T53534,2022-09-11,C1864,laptop,7.0,525.3792688,credit card,unknown,3677.6548816,regular,2022.0,9.0,True
T53545,2023-08-08,C4736,laptop,216.0,534.8323327,cash,pending,115523.7838632,bulk,2023.0,8.0,True
T53560,2022-02-02,C3887,tablet,10.0,708.7993384,paypal,completed,7087.993384,regular,2022.0,2.0,True
T53564,2020-09-07,C3754,headphone,6.0,525.3792688,credit card,unknown,3152.2756128,regular,2020.0,9.0,True
T53575,2023-08-02,C4021,headphones,7.0,525.3792688,cash,complete,3677.6548816,regular,2023.0,8.0,True
T53577,2020-02-05,C1956,coffee machine,4.0,525.3792688,cash,failed,2101.5170752,regular,2020.0,2.0,True
T53578,2020-09-11,C3208,coffee machine,6.0,157.9283692,paypal,unknown,947.5702151999999,regular,2020.0,9.0,False
T53591,2020-10-01,C2542,tablet,624.0,640.962922,creditcard,complete,399960.863328,bulk,2020.0,10.0,True
T53598,2024-01-12,C1514,coffee machine,422.0,525.3792688,paypal,unknown,221710.0514336,bulk,2024.0,1.0,True
T53600,2024-10-02,C424,headphones,9.0,525.3792688,credit card,failed,4728.4134192,regular,2024.0,10.0,True
T53605,2021-05-09,C2990,coffee machine,9.0,206.8727652,creditcard,complete,1861.8548868,regular,2021.0,5.0,False
T53615,2021-11-12,C4202,coffee machine,750.0,403.9712776,paypal,complete,302978.4582,bulk,2021.0,11.0,True
T53632,2024-09-05,C4115,laptop,8.0,88.62154515,paypal,unknown,708.9723612,regular,2024.0,9.0,False
T53633,2022-02-10,C3961,tablet,4.0,295.0306727,creditcard,completed,1180.1226908,regular,2022.0,2.0,False
T53638,2023-07-12,C3930,headphones,1.0,486.7979481,paypal,completed,486.7979481,regular,2023.0,7.0,False
T53647,2020-12-02,C2032,coffee machine,382.0,926.9462637,pay pal,unknown,354093.4727334,bulk,2020.0,12.0,True
T53653,2021-11-05,C2690,tablet,348.0,509.2271247,paypal,completed,177211.0393956,bulk,2021.0,11.0,True
T53658,2020-03-09,C4710,lapt,3.0,265.1473513,paypal,completed,795.4420539,regular,2020.0,3.0,False
T53676,2021-09-11,C851,coffee machine,10.0,525.3792688,credit card,failed,5253.7926879999995,regular,2021.0,9.0,True
T53678,2022-01-11,C2828,laptop,8.0,213.99,credit card,unknown,1711.92,regular,2022.0,1.0,False
T53679,2023-03-03,C4875,tablet,8.0,377.6335733,pay pal,completed,3021.0685864,regular,2023.0,3.0,True
T53684,2024-06-10,C4485,laptop,4.0,668.4096514,credit card,completed,2673.6386056,regular,2024.0,6.0,True
T53692,2021-06-02,C1515,smartphone,1.0,525.3792688,creditcard,unknown,525.3792688,regular,2021.0,6.0,False
T53703,2023-02-12,C4210,ta,7.0,172.4388207,creditcard,completed,1207.0717449,regular,2023.0,2.0,False
T53708,2025-03-01,C3369,laptop,6.0,690.8335224,paypal,failed,4145.0011343999995,regular,2025.0,3.0,True
T53719,2024-07-02,unknown,coffee machine,3.0,265.9519049,paypal,unknown,797.8557146999999,regular,2024.0,7.0,False
T53741,2022-06-04,C684,tablet,3.0,525.3792688,paypal,unknown,1576.1378064,regular,2022.0,6.0,False
T53742,2025-07-01,C3685,headphones,458.0,67.1917161,paypal,unknown,30773.805973799997,bulk,2025.0,7.0,True
T53763,2021-05-03,C4816,tablet,3.0,538.2156904,paypal,pending,1614.6470712,regular,2021.0,5.0,False
T53771,2023-01-05,C965,tablet,6.0,922.6008027,credit card,completed,5535.604816200001,regular,2023.0,1.0,True
T53775,2020-12-11,C2536,smartphone,8.0,492.8477441,credit card,complete,3942.7819528,regular,2020.0,12.0,True
T53795,2021-08-05,C1974,headphones,890.0,725.8083502,pay pal,completed,645969.4316779999,bulk,2021.0,8.0,True
